Country,Headline,Sentiment,Confidence,Timestamp
Global,"After DeepSeek, Nvidia and the AI boom hyper scalers that hoard its chips face new questions",Negative,1.0,2025-02-27 16:54:54
Global,GM raises dividend and unveils $6 billion buyback program to cheer weary shareholders,Positive,0.96,2025-02-27 16:54:54
Global,Investors love Buffett and then ignore what he says. How to avoid these mistakes made in 2024.,Neutral,0.94,2025-02-27 16:54:54
Global,Bonds are rising as stocks suffer February drop. But don’t count on long-term bonds as a cushion.,Neutral,0.98,2025-02-27 16:54:54
Global,Lowe’s stock jumps as same-store sales rise for first time in 2 years,Positive,1.0,2025-02-27 16:54:54
Global,Budweiser’s parent company is selling less beer and making more money,Neutral,0.91,2025-02-27 16:54:54
Global,"GM raises quarterly dividend, initiates $6 billion stock buyback",Positive,1.0,2025-02-27 16:54:54
Global,BP’s going back to petroleum as it plans more oil spending and production,Neutral,1.0,2025-02-27 16:54:54
Global,"Whether Trump’s foreign policy takes off or crashes, this analyst sees two ways to profit",Neutral,1.0,2025-02-27 16:54:54
Global,Treasury yields nudge up from 2025 lows as haven buying and growth fears wane,Negative,0.86,2025-02-27 16:54:54
Global,"‘I’m an endless honey pot’: My wife and I are in our 70s. We gave our son $40,000 for his L.A. wedding. Now he wants more.",Neutral,1.0,2025-02-27 16:54:55
Global,Ellen Degeneres and Portia de Rossi may already be eyeing a new house in the U.K.,Neutral,1.0,2025-02-27 16:54:55
Global,"Just before getting engaged, billionaire Selena Gomez and Benny Blanco bought a $35 million Beverly Hills mansion",Neutral,1.0,2025-02-27 16:54:55
Global,This neat trick makes it simpler to forecast a decade of stock-market returns,Neutral,1.0,2025-02-27 16:54:55
Global,"Big endowments are heavily invested in hedge funds and other alts. They’ve been an expensive waste, study finds",Neutral,0.68,2025-02-27 16:54:55
Global,PayPal has some big new growth targets. Can it hit its marks?,Positive,0.96,2025-02-27 16:54:55
Global,"Boeing’s Stephanie Pope, once on CEO shortlist, is out as COO",Neutral,1.0,2025-02-27 16:54:55
Global,Social Security checks will be coming for these previously ineligible workers — as early as this week,Neutral,1.0,2025-02-27 16:54:55
Global,Intuit shares jump after results top estimates amid key tax season,Positive,1.0,2025-02-27 16:54:55
Global,Super Micro submits its overdue filings. What’s next for the server maker?,Neutral,1.0,2025-02-27 16:54:55
Global,Popular momentum trades like Palantir and AppLovin are unraveling. Don’t expect them to bounce right back.,Negative,0.81,2025-02-27 16:54:55
Global,Here’s why more than $1 billion in sales was not enough for Grocery Outlet,Neutral,1.0,2025-02-27 16:54:55
Global,"Workday earnings brought ‘what bulls were hoping to see,’ and the stock is up",Positive,1.0,2025-02-27 16:54:56
Global,Cava stock falls after restaurant chain’s sales forecast misses estimates,Negative,1.0,2025-02-27 16:54:56
Global,AMC stock climbs as improving box office brings better-than-expected Q4 revenue,Positive,1.0,2025-02-27 16:54:56
India,Earliest iron use found in India? Tamil Nadu digs spark debate - BBC.com,Neutral,0.98,2025-02-27 16:54:56
India,‘You need a bath after the bath’: World’s largest religious gathering wraps up after 600 million devotees take holy dip - CNN,Neutral,1.0,2025-02-27 16:54:56
India,"India: A billion people have no real money to spend, says report - BBC.com",Neutral,1.0,2025-02-27 16:54:56
India,CNBC's Inside India newsletter: How India's emerging as a formidable player in defense - CNBC,Neutral,0.98,2025-02-27 16:54:56
India,"Indian teenager alleges rape over five years by nearly 60 schoolmates, neighbors, relatives and strangers - CNN International",Neutral,1.0,2025-02-27 16:54:56
India,Ken-Betwa river linking: Why are people protesting against India's ambitious water project - BBC.com,Neutral,0.94,2025-02-27 16:54:56
India,"India tunnel collapse sparks race to find 8 trapped workers, but chances of survival deemed ""very remote"" - CBS News",Positive,0.86,2025-02-27 16:54:56
India,India’s Outrage Machine Devours a Star YouTuber Over a Crude One-Liner - The New York Times,Neutral,1.0,2025-02-27 16:54:57
India,India has undermined a popular myth about development - The Economist,Negative,1.0,2025-02-27 16:54:57
India,Von der Leyen arrives in India to 'strengthen partnership' - DW (English),Neutral,0.99,2025-02-27 16:54:57
India,Devotees across India celebrate the Shivaratri festival in honor of Hindu god Shiva - The Associated Press,Neutral,1.0,2025-02-27 16:54:57
India,"Trump says US to increase military sales to India, eventually provide F-35 jets - Reuters",Positive,0.99,2025-02-27 16:54:57
India,The trouble with ancient Indians - The Economist,Negative,1.0,2025-02-27 16:54:57
India,India-UK: Jonathan Reynolds in Delhi as trade talks relaunched - BBC.com,Neutral,1.0,2025-02-27 16:54:57
India,India: 2024 Article IV Consultation-Press Release; Staff Report; and Statement by the Executive Director for India - International Monetary Fund,Neutral,1.0,2025-02-27 16:54:57
India,"The women brewing change in India, one beer at a time - FRANCE 24 English",Neutral,1.0,2025-02-27 16:54:57
India,India Philanthropy Report 2025 - Bain & Company,Neutral,1.0,2025-02-27 16:54:57
India,Vietnam Tourism Reaches New Heights With A Massive Surge In Indian Travelers Supercharging Growth And Global Connectivity - Travel And Tour World,Positive,1.0,2025-02-27 16:54:57
India,India's tiger population doubles in a decade offering key lessons - BBC.com,Positive,0.99,2025-02-27 16:54:57
India,At least 30 killed in crush at India’s Mahakumbh Mela religious festival - Al Jazeera English,Neutral,1.0,2025-02-27 16:54:58
India,"‘Europe, Russia not secure in isolation’: Moscow envoy says ‘open to India’s peace proposal if it makes one’ - Firstpost",Neutral,1.0,2025-02-27 16:54:58
India,India Could Put Chabahar on Slow Burner as IMEC Gathers Pace - The Diplomat,Neutral,0.73,2025-02-27 16:54:58
India,"Malayali-led India crush Maldives, clinch SABA qualifiers - Onmanorama",Neutral,1.0,2025-02-27 16:54:58
India,"India's Republic Day marked by fighter jet formations, daredevil stunts - Reuters India",Neutral,1.0,2025-02-27 16:54:58
India,India’s Economy Slows Down Just When It Was Supposed to Speed Up - The New York Times,Negative,1.0,2025-02-27 16:54:58
India,Modi and Trump call: US president says India 'will do what's right' on illegal immigration - BBC.com,Neutral,1.0,2025-02-27 16:54:58
India,India Republic Day - Department of State,Neutral,1.0,2025-02-27 16:54:58
India,"Canada Expels Indian Diplomats, Accusing Them of Criminal Campaign - The New York Times",Neutral,1.0,2025-02-27 16:54:58
India,"10 poorest countries in the world, Bangladesh, Pakistan are…, India’s friend is at 10th place, the country is - India.com",Neutral,1.0,2025-02-27 16:54:58
India,Elimination of trachoma as a public health problem in India - World Health Organization,Neutral,0.96,2025-02-27 16:54:59
India,India's Republic Day parade showcases military might - DW (English),Neutral,1.0,2025-02-27 16:54:59
India,"NEP row: '25 north-Indian languages destroyed by Hindi-Sanskrit,' says TN CM Stalin - The Times of India",Neutral,1.0,2025-02-27 16:54:59
India,Cholas: How a dynasty in India created a cultural and economic superpower - BBC.com,Neutral,0.99,2025-02-27 16:54:59
India,"Zika in the state of Maharashtra, India - CDC",Neutral,1.0,2025-02-27 16:54:59
India,‘Survives on international handouts’: India hits out at Pakistan over Kashmir remarks at Geneva meet - Hindustan Times,Neutral,0.97,2025-02-27 16:54:59
India,How Russia Lured Indian Men to Fight in Ukraine - TIME,Neutral,0.98,2025-02-27 16:54:59
India,Stanford-educated CEO slams 'unreliable’ Indian employees: ‘I might never go to India again’ - Hindustan Times,Negative,0.97,2025-02-27 16:54:59
India,Bibliography | Why the south of India is no longer impervious to the saffron march - The Hindu,Neutral,1.0,2025-02-27 16:54:59
India,Top 10 credit cards for airport lounge access in India - The Financial Express,Neutral,1.0,2025-02-27 16:54:59
India,Indian Student In Coma After Brain Surgery In US; Family In Maharashtra Seeks Urgent Visa - News18,Neutral,1.0,2025-02-27 16:54:59
India,Why India is reaching out to the Taliban now - BBC.com,Neutral,1.0,2025-02-27 16:55:00
India,Shankar Sharma on what’s next for Indian and US markets - Moneycontrol,Neutral,1.0,2025-02-27 16:55:00
India,Donald Trump on 'gold card' visa: ‘US companies can now hire Indians under new citizenship plan’ - Hindustan Times,Neutral,1.0,2025-02-27 16:55:00
India,"India braces for scorching March, wheat crop at risk, sources say - CNA",Neutral,0.98,2025-02-27 16:55:00
India,"'India will not fail my daughter': Father of dead KIIT student seeks justice, cites 'roti-beti ka rishta' - The Times of India",Neutral,0.95,2025-02-27 16:55:00
India,China stock market may outperform India in short term but Nomura has a warning - Business Today,Positive,1.0,2025-02-27 16:55:00
India,"Indians must work hard, whether it's 80 or 90 hours a week: Amitabh Kant - Business Standard",Neutral,1.0,2025-02-27 16:55:00
India,Deported from US in 12 days: Haryana man’s 7-month journey through 12 countries - The Times of India,Neutral,1.0,2025-02-27 16:55:00
India,Indian Senior Women go down to Korea Republic in Pink Ladies Cup - AIFF,Neutral,1.0,2025-02-27 16:55:00
India,The Rise of India’s Second Republic - Carnegie Endowment for International Peace,Neutral,0.98,2025-02-27 16:55:00
India,"India's largest IPO, Hyundai Motor India, trading 13% lower from issue price of ₹1960; check recent updates - Upstox",Neutral,0.94,2025-02-27 16:55:01
India,"HCM City, India promote information technology cooperation - vietnamnews.vn",Neutral,0.96,2025-02-27 16:55:01
India,6 Indian brands commonly mistaken to be international - YourStory,Neutral,0.94,2025-02-27 16:55:01
India,India GDP Data 2025 Highlights: 'We estimate the GDP growth for Q3 FY25 should come around 6.2%-6.3%': SBI Research - BusinessLine,Neutral,1.0,2025-02-27 16:55:01
India,Bajrang Dal’s ‘love jihad’ tableau during Shivratri celebrations sparks row in Bihar’s Munger - The Indian Express,Neutral,1.0,2025-02-27 16:55:01
India,"India is undergoing transformative change, says Indian CG in Republic Day message - Arab News",Neutral,0.99,2025-02-27 16:55:01
India,IKEA forays into the North Indian market - The New Indian Express,Neutral,1.0,2025-02-27 16:55:01
India,India must push for provisions in proposed FTA to address EU's carbon tax: GTRI - Deccan Herald,Neutral,1.0,2025-02-27 16:55:01
India,upGrad Launches AI Incubator with INR 100 Cr Investment to Boost Indian AI Startups - Entrepreneur,Positive,1.0,2025-02-27 16:55:01
India,India’s shock election result is a loss for Modi but a win for democracy - Chatham House,Negative,1.0,2025-02-27 16:55:01
India,Ministry of Culture & Tourism of the Republic of Türkiye and TGA concluded the first leg of the six-city India Destination Promotion in Kolkata - HospiBuz,Neutral,1.0,2025-02-27 16:55:01
India,Solo Republic Day ride in my 13 year old British-German-Indian Growler - Team-BHP,Neutral,1.0,2025-02-27 16:55:02
India,Indian Retail Market Set To Reach Rs 190 Lakh Crore By 2034 As Consumption Surges - Zee News,Positive,0.99,2025-02-27 16:55:02
India,Heatwaves hit India sooner than expected in 2025. Scientists reveal the alarming reason - Mint,Negative,1.0,2025-02-27 16:55:02
India,India: Crackdown on opposition reaches a crisis point ahead of national elections - Amnesty International,Neutral,0.96,2025-02-27 16:55:02
India,"Khelo India Winter Games have a role to take sporting excellence to new level, says PM Modi. | The Administration of Union Territory of Ladakh | India - The Administration of Union Territory of Ladakh",Neutral,1.0,2025-02-27 16:55:02
India,Understanding India’s New Data Protection Law - Carnegie Endowment for International Peace,Neutral,1.0,2025-02-27 16:55:02
India,Republic Day Special: How the passport mapped the journey of India and kept up with its milestones - The Indian Express,Neutral,1.0,2025-02-27 16:55:02
India,Year in Search 2024: what sparked curiosity across India on Google - The Keyword,Neutral,0.91,2025-02-27 16:55:02
UK,The question no one dares ask: what if Britain has to defend itself from the US? | George Monbiot - The Guardian,Neutral,1.0,2025-02-27 16:55:02
UK,US intelligence head 'not told' about UK secret Apple data demand - BBC.com,Neutral,1.0,2025-02-27 16:55:02
UK,"Trump might not know it, but he's forging a new relationship between Britain and the EU | Martin Kettle - The Guardian",Neutral,1.0,2025-02-27 16:55:03
UK,Starlink test: Can Pakistan patch up with Elon Musk after UK grooming spat? - Al Jazeera English,Neutral,1.0,2025-02-27 16:55:03
UK,UK grants fewer work visas but asylum claims soar - Reuters UK,Neutral,0.98,2025-02-27 16:55:03
UK,"Ban pornography depicting strangulation, review urges UK ministers - The Guardian",Neutral,1.0,2025-02-27 16:55:03
UK,Does Britain’s nuclear deterrent have a Trump-shaped problem? - The Economist,Negative,1.0,2025-02-27 16:55:03
UK,Republicans urge Britain to oppose China’s plans for new embassy in London - South China Morning Post,Neutral,1.0,2025-02-27 16:55:03
UK,"Breakingviews - Thames fix is acid test for UK, and privatisation - Reuters",Neutral,1.0,2025-02-27 16:55:03
UK,UK health security chiefs warn of second wave of norovirus - The Guardian,Negative,0.91,2025-02-27 16:55:03
UK,Rwanda: UK suspension of aid over DR Congo war is 'punitive' - BBC.com,Neutral,0.75,2025-02-27 16:55:03
UK,France and Britain's leaders head to Washington to urge Trump not to abandon Ukraine - PBS NewsHour,Neutral,0.99,2025-02-27 16:55:03
UK,UK police aim to fix 'stop and search' where Black people most affected - Reuters,Neutral,1.0,2025-02-27 16:55:03
UK,Finding a way to restore trust in Britain’s water industry - Financial Times,Positive,0.91,2025-02-27 16:55:04
UK,Parents of under-fives may be exempted from UK’s two-child benefit limit - The Guardian,Neutral,1.0,2025-02-27 16:55:04
UK,"United States, France, Italy, United Kingdom Drive Global Luxury Travel Growth as Bespoke Experiences and Private Travel Skyrocket - Travel And Tour World",Positive,1.0,2025-02-27 16:55:04
UK,German trains are less punctual than Britain’s ‘broken’ railways - Financial Times,Neutral,1.0,2025-02-27 16:55:04
UK,"UK plans Ukraine talks, Trump debrief with European leaders on Sunday - Reuters",Neutral,1.0,2025-02-27 16:55:04
UK,Competition Bureau and UK Competition and Markets Authority sign Memorandum of Understanding on cooperation - Yahoo Finance,Neutral,1.0,2025-02-27 16:55:04
UK,UK closes in on 18 GW following solar deployment data update - pv magazine International,Neutral,1.0,2025-02-27 16:55:04
UK,Irish figures show €6bn drop in trade with Great Britain - The Guardian,Neutral,0.96,2025-02-27 16:55:04
UK,"A French-UK nuclear umbrella for Europe? Not likely, say analysts - FRANCE 24 English",Neutral,1.0,2025-02-27 16:55:04
UK,‘Hiring is back on’ for UK consulting - Financial Times,Neutral,1.0,2025-02-27 16:55:04
UK,US mineral deal with Ukraine is 'total extortion': Britain's former defense secretary - Anadolu Agency | English,Neutral,1.0,2025-02-27 16:55:04
UK,"5 years after Britain left the EU, the full impact of Brexit is still emerging - The Associated Press",Neutral,1.0,2025-02-27 16:55:05
UK,Vietnam seeks UK expertise in financial centre development - Vietnam Investment Review,Neutral,0.99,2025-02-27 16:55:05
UK,New UK travel rules: What you need to know before your 2025 trip - The Times of India,Neutral,1.0,2025-02-27 16:55:05
UK,Extremists would not need to create an authoritarian state in Britain: Starmer is doing that for them | George Monbiot - The Guardian,Neutral,1.0,2025-02-27 16:55:05
UK,"UK People, Reward and Mobility Newsletter – February 2025 - Dentons",Neutral,1.0,2025-02-27 16:55:05
UK,UK and Australia team up to drive insurtech expansion - Insurance Business,Positive,1.0,2025-02-27 16:55:05
UK,What Prince Harry's Settlement Means for Him and for Britain's Royal Family - The New York Times,Neutral,1.0,2025-02-27 16:55:05
UK,Sneaky Britain? How our moral compasses are changing - BBC.com,Neutral,1.0,2025-02-27 16:55:05
UK,Britain's Frasers targets Gulf and Egypt expansion with GMG - ZAWYA,Neutral,0.99,2025-02-27 16:55:05
UK,New requirements when traveling to the United Kingdom - United States Army,Neutral,1.0,2025-02-27 16:55:05
UK,Elon Musk asks if America should 'liberate the people of Britain' in tirade against UK government - CNBC,Neutral,1.0,2025-02-27 16:55:05
UK,"Britain’s net zero economy is booming, CBI says - The Guardian",Negative,0.81,2025-02-27 16:55:05
UK,Britain’s Badger Wars - The New Yorker,Neutral,1.0,2025-02-27 16:55:06
UK,Britain's risky re-engagement: Why its China policy could strain the EU-UK reset - European Council on Foreign Relations,Negative,0.94,2025-02-27 16:55:06
UK,New Statutory Entitlements for Neonatal Leave and Pay in the United Kingdom - Ogletree Deakins,Neutral,1.0,2025-02-27 16:55:06
UK,Fatbergs turned into perfume: Britain's new industrial revolution - BBC.com,Neutral,0.97,2025-02-27 16:55:06
UK,UK delays final approval for second runway at Gatwick pending changes to plan - Financial Times,Negative,1.0,2025-02-27 16:55:06
UK,Nigel Farage is surging in Britain’s rust belt — and Labour is panicked - POLITICO Europe,Neutral,1.0,2025-02-27 16:55:06
UK,SEDE delegation to the United Kingdom - 28-30 October 2024 | Missions | Events | SEDE | Committees | European Parliament - European Parliament,Neutral,1.0,2025-02-27 16:55:06
UK,Britain's shrinking families: An economic 'timebomb' - Sky News,Neutral,0.99,2025-02-27 16:55:06
UK,Britain and France working on plans for ‘reassurance force’ to protect Ukraine - The Guardian,Neutral,1.0,2025-02-27 16:55:06
UK,Gap between prices of UK flats and houses ‘widest in 30 years’ - Financial Times,Neutral,1.0,2025-02-27 16:55:06
UK,Unusual fiery 'udder clouds' spotted in UK skies - BBC.com,Neutral,1.0,2025-02-27 16:55:07
UK,Extra energy bill support for the country - GOV.UK,Neutral,1.0,2025-02-27 16:55:07
UK,🇬🇧 United Kingdom: TV Listings Report Remember Monday as Eurovision 2025 Representatives - Eurovoix,Neutral,1.0,2025-02-27 16:55:07
UK,Professor Sir Ian Chapman appointed next CEO of UK Research and Innovation with renewed focus on economic growth - GOV.UK,Neutral,1.0,2025-02-27 16:55:07
UK,"In two-tier Britain, tweeting is now a worse crime than beating up a voter - The Telegraph",Negative,0.9,2025-02-27 16:55:07
UK,Suffolk house by Festival of Britain architects for musician Imogen Holst listed - Architect's Journal,Neutral,1.0,2025-02-27 16:55:07
UK,UK businesses lead the way with record numbers of female leaders - GOV.UK,Positive,1.0,2025-02-27 16:55:07
UK,Major high street jeweller to shut seven stores across Britain in coming months - This is Money,Neutral,0.88,2025-02-27 16:55:07
UK,White House 'very pleased' with UK's increase in defence spending ahead of Starmer-Trump meeting – live - The Guardian,Positive,1.0,2025-02-27 16:55:07
UK,Minute With Mike: United Kingdom’s Arctic Strategy - Energy.gov,Neutral,1.0,2025-02-27 16:55:07
UK,Digital trade and labour markets in the United Kingdom - OECD,Neutral,1.0,2025-02-27 16:55:07
UK,Britain’s Climate Tech Boom: Leading the Charge in Global Innovation - UKTN (UK Technology News,Positive,1.0,2025-02-27 16:55:08
UK,Britons Divided on AI's Impact as UK Government Aims for Global Leadership - Ipsos in Canada,Neutral,1.0,2025-02-27 16:55:08
UK,Website dedicated to Britain's finest getaways relaunches - Travolution,Neutral,1.0,2025-02-27 16:55:08
UK,Largest ever UK surgical trial to make future operations safer - University of Birmingham,Neutral,1.0,2025-02-27 16:55:08
UK,Scottish rocket launch boost to get Britain back into space race - GOV.UK,Positive,1.0,2025-02-27 16:55:08
UK,Trump's special envoy Kellogg meets UK Foreign Secretary Lammy to discuss increase in defence spending and peace in Europe - Ukrainska Pravda,Neutral,1.0,2025-02-27 16:55:08
UK,U.K. shares higher at close of trade; Investing.com United Kingdom 100 up 0.75% By Investing.com - Investing.com UK,Neutral,1.0,2025-02-27 16:55:08
UK,"Badenoch searching for relevance, appointed self ‘saviour of western civilisation’ – UK PM Starmer - Punch Newspapers",Neutral,1.0,2025-02-27 16:55:08
UK,Sussex to launch UK’s first climate justice undergraduate degree - The Guardian,Neutral,0.99,2025-02-27 16:55:08
UK,Tensing UK selected for Crown Commercial Service cloud framework - Consultancy.uk,Neutral,1.0,2025-02-27 16:55:08
UK,Britain should stop pretending it wants more economic growth - Financial Times,Negative,0.79,2025-02-27 16:55:08
UK,Bonus episode: Why Australia is better than Britain - Prospect Magazine,Positive,1.0,2025-02-27 16:55:08
